venta_id,fecha,cliente_id,juego_id,plataforma,precio,cantidad,metodo_pago,vendedor
V39681,2024-02-20,C0104,JV018,PC,129.9,1,Plin,Ana
V39682,2024-02-05,C0027,JV011,PS5,219.9,2,Tarjeta Débito,María
V39683,2024-10-17,C0230,JV007,PS5,249.9,1,Plin,María
V39684,2024-02-17,C0304,JV008,Xbox,239.9,2,Tarjeta Crédito,Carlos
V39685,2024-07-20,C0138,JV019,Switch,249.9,2,Yape,Carlos
V39686,2024-01-29,C0283,JV012,PS4,189.9,2,Yape,Carlos
V39687,2024-02-18,C0190,JV003,PC,229.9,1,Efectivo,José
V39688,2024-04-27,C0303,JV007,PC,249.9,1,Plin,Ana
V39689,2024-09-28,C0209,JV006,Switch,219.9,1,Yape,Luis
V39690,2024-09-19,C0353,JV009,Switch,199.9,1,Tarjeta Crédito,Carlos
V39691,2024-11-20,C0276,JV013,PS4,269.9,2,Tarjeta Débito,Ana
V39692,2024-05-17,C0062,JV004,Switch,279.9,1,Tarjeta Débito,Carlos
V39693,2024-12-07,C0038,JV005,PS5,299.9,2,Efectivo,Luis
V39694,2024-01-17,C0452,JV002,PC,249.9,1,Efectivo,Ana
V39695,2024-10-28,C0129,JV009,Switch,199.9,3,Efectivo,Luis
V39696,2024-05-22,C0082,JV020,Xbox,179.9,3,Efectivo,María
V39697,2024-02-09,C0283,JV006,Xbox,219.9,1,Efectivo,María
V39698,2024-08-13,C0215,JV020,PS5,179.9,1,Plin,José
V39699,2024-12-21,C0193,JV001,PS5,299.9,2,Plin,Carlos
V39700,2024-10-11,C0064,JV017,PS5,219.9,1,Efectivo,Carlos
V39701,2024-05-18,C0284,JV008,Switch,239.9,1,Efectivo,Carlos
V39702,2024-03-10,C0472,JV009,Switch,199.9,1,Efectivo,María
V39703,2024-08-31,C0370,JV019,Switch,249.9,1,Tarjeta Crédito,María
V39704,2024-12-14,C0223,JV008,PS5,239.9,1,Tarjeta Crédito,María
V39705,2024-03-11,C0326,JV012,Switch,189.9,2,Plin,María
V39706,2024-01-17,C0163,JV009,Switch,199.9,1,Tarjeta Débito,Ana
V39707,2024-01-20,C0144,JV015,PS5,239.9,1,Tarjeta Débito,Ana
V39708,2024-10-24,C0333,JV013,PS4,269.9,3,Yape,Ana
V39709,2024-11-07,C0293,JV016,PS5,289.9,1,Tarjeta Débito,José
V39710,2024-11-11,C0070,JV012,PC,189.9,2,Yape,José
V39711,2024-09-14,C0123,JV019,Switch,249.9,3,Efectivo,Luis
V39712,2024-02-21,C0401,JV006,PC,219.9,1,Efectivo,José
V39713,2024-01-14,C0463,JV005,PS5,299.9,1,Tarjeta Crédito,Ana
V39714,2024-04-11,C0373,JV006,PC,219.9,3,Tarjeta Crédito,María
V39715,2024-04-08,C0374,JV006,PC,219.9,1,Plin,Ana
V39716,2024-08-12,C0282,JV007,PC,249.9,3,Tarjeta Crédito,María
V39717,2024-05-02,C0269,JV008,Switch,239.9,2,Tarjeta Débito,Luis
V39718,2024-12-09,C0263,JV002,PS5,249.9,1,Plin,Ana
V39719,2024-11-01,C0181,JV006,PS5,219.9,1,Plin,Ana
V39720,2024-03-17,C0459,JV011,PS5,219.9,1,Yape,María
V39721,2024-03-22,C0059,JV012,PC,189.9,2,Yape,Ana
V39722,2024-07-04,C0091,JV014,PS4,259.9,2,Yape,José
V39723,2024-04-17,C0285,JV002,Xbox,249.9,1,Tarjeta Débito,María
V39724,2024-03-01,C0287,JV008,Xbox,239.9,2,Tarjeta Débito,José
V39725,2024-03-20,C0017,JV019,Switch,249.9,1,Tarjeta Débito,José
V39726,2024-06-26,C0099,JV002,PS5,249.9,1,Plin,José
V39727,2024-12-30,C0273,JV009,Switch,199.9,2,Plin,Ana
V39728,2024-02-12,C0410,JV010,PC,229.9,2,Efectivo,Carlos
V39729,2024-12-09,C0152,JV001,PS5,299.9,1,Yape,Ana
V39730,2024-01-21,C0473,JV015,PS5,239.9,1,Efectivo,María
V39731,2024-08-02,C0464,JV017,Xbox,219.9,1,Efectivo,Ana
V39732,2024-04-02,C0446,JV017,PS5,219.9,3,Tarjeta Débito,Ana
V39733,2024-12-14,C0108,JV003,PC,229.9,1,Tarjeta Crédito,Carlos
V39734,2024-05-29,C0276,JV017,PS5,219.9,1,Tarjeta Débito,Luis
V39735,2024-06-12,C0497,JV005,PS5,299.9,1,Efectivo,Ana
V39736,2024-07-09,C0474,JV002,Xbox,249.9,1,Efectivo,José
V39737,2024-05-05,C0295,JV017,PS5,219.9,1,Tarjeta Crédito,Ana
V39738,2024-03-14,C0181,JV013,PS5,269.9,1,Plin,José
V39739,2024-08-14,C0455,JV007,PC,249.9,1,Tarjeta Crédito,Carlos
V39740,2024-01-08,C0099,JV016,PS5,289.9,1,Tarjeta Crédito,Luis
V39741,2024-03-12,C0259,JV010,Xbox,229.9,2,Tarjeta Crédito,Carlos
V39742,2024-08-08,C0235,JV019,Switch,249.9,2,Tarjeta Débito,Carlos
V39743,2024-04-27,C0351,JV017,PS5,219.9,2,Tarjeta Débito,José
V39744,2024-08-12,C0343,JV018,Switch,129.9,2,Efectivo,José
V39745,2024-03-31,C0280,JV004,Switch,279.9,1,Efectivo,José
V39746,2024-03-22,C0062,JV019,Switch,249.9,1,Tarjeta Crédito,Luis
V39747,2024-01-25,C0477,JV003,Switch,229.9,1,Yape,María
V39748,2024-02-23,C0498,JV013,PS5,269.9,1,Plin,Carlos
V39749,2024-10-13,C0374,JV011,PS5,219.9,3,Yape,Luis
V39750,2024-06-23,C0180,JV015,PS5,239.9,1,Plin,José
V39751,2024-08-20,C0007,JV009,Switch,199.9,1,Tarjeta Débito,Carlos
V39752,2024-07-17,C0056,JV007,PS5,249.9,2,Efectivo,María
V39753,2024-08-01,C0259,JV002,PS5,249.9,1,Yape,Ana
V39754,2024-08-26,C0097,JV010,PS5,229.9,1,Plin,José
V39755,2024-07-12,C0160,JV019,Switch,249.9,1,Yape,Carlos
V39756,2024-04-07,C0335,JV013,PS4,269.9,1,Yape,Ana
V39757,2024-12-27,C0099,JV002,PS5,249.9,1,Tarjeta Crédito,María
V39758,2024-12-01,C0206,JV013,PS5,269.9,1,Tarjeta Crédito,María
V39759,2024-02-28,C0357,JV007,Xbox,249.9,1,Tarjeta Crédito,María
V39760,2024-11-13,C0194,JV018,Switch,129.9,1,Plin,Luis
V39761,2024-05-05,C0192,JV015,PS5,239.9,1,Yape,Carlos
V39762,2024-05-29,C0397,JV007,PS5,249.9,2,Yape,Carlos
V39763,2024-08-04,C0403,JV013,PS5,269.9,1,Yape,Ana
V39764,2024-11-04,C0211,JV002,Xbox,249.9,1,Plin,Carlos
V39765,2024-09-10,C0495,JV001,PS5,299.9,3,Yape,Carlos
V39766,2024-03-18,C0347,JV002,PS5,249.9,1,Plin,Carlos
V39767,2024-12-04,C0135,JV005,PS5,299.9,1,Plin,Luis
V39768,2024-03-22,C0261,JV008,Xbox,239.9,1,Yape,Carlos
V39769,2024-01-10,C0233,JV003,Switch,229.9,2,Tarjeta Débito,María
V39770,2024-08-27,C0470,JV013,PS5,269.9,1,Tarjeta Crédito,Luis
V39771,2024-07-31,C0338,JV010,PS5,229.9,1,Tarjeta Débito,Carlos
V39772,2024-05-11,C0489,JV009,Switch,199.9,2,Tarjeta Débito,José
V39773,2024-10-15,C0479,JV012,Switch,189.9,2,Tarjeta Débito,José
V39774,2024-06-18,C0458,JV019,Switch,249.9,1,Plin,José
V39775,2024-10-18,C0169,JV016,PS5,289.9,1,Yape,María
V39776,2024-11-27,C0496,JV009,Switch,199.9,2,Plin,Ana
V39777,2024-09-30,C0427,JV017,PS5,219.9,1,Tarjeta Crédito,María
V39778,2024-08-17,C0322,JV009,Switch,199.9,1,Plin,Carlos
V39779,2024-09-20,C0139,JV016,PS5,289.9,2,Tarjeta Crédito,Carlos
V39780,2024-03-13,C0486,JV020,PS5,179.9,1,Tarjeta Crédito,María
V39781,2024-05-18,C0236,JV015,Xbox,239.9,2,Efectivo,Carlos
V39782,2024-01-07,C0461,JV002,PS5,249.9,1,Efectivo,Carlos
V39783,2024-01-26,C0220,JV016,PS5,289.9,1,Plin,José
V39784,2024-06-28,C0306,JV017,PS5,219.9,1,Yape,María
V39785,2024-10-18,C0344,JV009,Switch,199.9,2,Efectivo,María
V39786,2024-05-17,C0332,JV002,PS5,249.9,3,Yape,Carlos
V39787,2024-07-04,C0227,JV011,PS5,219.9,3,Plin,María
V39788,2024-05-17,C0338,JV017,PC,219.9,1,Tarjeta Débito,Carlos
V39789,2024-09-20,C0268,JV009,Switch,199.9,2,Plin,María
V39790,2024-03-16,C0123,JV007,PC,249.9,1,Tarjeta Débito,Carlos
V39791,2024-03-29,C0447,JV002,PS5,249.9,3,Plin,Luis
V39792,2024-07-17,C0030,JV020,PC,179.9,1,Tarjeta Débito,María
V39793,2024-03-25,C0271,JV005,PS5,299.9,3,Yape,Ana
V39794,2024-01-01,C0395,JV008,PS5,239.9,2,Plin,Ana
V39795,2024-08-13,C0299,JV018,Switch,129.9,1,Plin,Luis
V39796,2024-09-01,C0431,JV009,Switch,199.9,2,Tarjeta Débito,Ana
V39797,2024-01-12,C0313,JV007,PS5,249.9,3,Tarjeta Débito,María
V39798,2024-05-26,C0064,JV014,Switch,259.9,1,Tarjeta Débito,Carlos
V39799,2024-08-24,C0283,JV015,PS5,239.9,1,Tarjeta Débito,Carlos
V39800,2024-12-17,C0315,JV014,PS5,259.9,1,Tarjeta Débito,José
V39801,2024-11-28,C0163,JV012,Switch,189.9,1,Efectivo,María
V39802,2024-04-25,C0160,JV007,PC,249.9,1,Tarjeta Débito,Ana
V39803,2024-08-29,C0433,JV005,PS5,299.9,2,Efectivo,Luis
V39804,2024-04-14,C0326,JV011,PS5,219.9,1,Efectivo,Luis
V39805,2024-04-08,C0466,JV005,PS5,299.9,1,Plin,María
V39806,2024-10-25,C0098,JV013,PS4,269.9,1,Yape,Carlos
V39807,2024-10-05,C0230,JV006,PS5,219.9,2,Plin,Carlos
V39808,2024-03-02,C0119,JV004,Switch,279.9,2,Tarjeta Débito,Ana
V39809,2024-03-18,C0247,JV018,Xbox,129.9,3,Tarjeta Débito,Ana
V39810,2024-12-13,C0157,JV011,PC,219.9,1,Efectivo,Ana
V39811,2024-03-11,C0283,JV012,Switch,189.9,1,Efectivo,Luis
V39812,2024-12-12,C0276,JV020,Xbox,179.9,3,Tarjeta Débito,Luis
V39813,2024-02-26,C0192,JV015,PS5,239.9,2,Plin,Carlos
V39814,2024-08-15,C0130,JV016,PS5,289.9,2,Tarjeta Crédito,Luis
V39815,2024-12-04,C0049,JV016,PS5,289.9,1,Efectivo,Carlos
V39816,2024-07-06,C0453,JV018,Switch,129.9,1,Plin,Carlos
V39817,2024-02-29,C0227,JV005,PS5,299.9,1,Plin,José
V39818,2024-02-13,C0363,JV002,PS5,249.9,1,Yape,Carlos
V39819,2024-06-18,C0315,JV012,Xbox,189.9,1,Tarjeta Débito,Ana
V39820,2024-02-05,C0262,JV009,Switch,199.9,2,Tarjeta Débito,Luis
V39821,2024-07-23,C0076,JV011,PC,219.9,1,Efectivo,José
V39822,2024-10-23,C0091,JV002,PS5,249.9,3,Tarjeta Crédito,Carlos
V39823,2024-05-25,C0160,JV001,PS5,299.9,3,Plin,Luis
V39824,2024-04-05,C0087,JV010,Xbox,229.9,1,Tarjeta Crédito,María
V39825,2024-03-07,C0377,JV007,PC,249.9,3,Efectivo,Ana
V39826,2024-11-22,C0013,JV018,PC,129.9,1,Plin,José
V39827,2024-11-18,C0318,JV007,PC,249.9,3,Yape,Ana
V39828,2024-05-04,C0246,JV006,PS5,219.9,3,Yape,Carlos
V39829,2024-05-23,C0258,JV016,PS5,289.9,1,Plin,Carlos
V39830,2024-05-08,C0053,JV020,PS5,179.9,1,Plin,María
V39831,2024-07-11,C0111,JV005,PS5,299.9,3,Tarjeta Crédito,Carlos
V39832,2024-06-23,C0009,JV008,Xbox,239.9,2,Tarjeta Crédito,José
V39833,2024-09-14,C0183,JV005,PS5,299.9,3,Tarjeta Débito,Luis
V39834,2024-08-12,C0191,JV011,PS5,219.9,1,Efectivo,María
V39835,2024-01-04,C0220,JV010,PS5,229.9,3,Plin,Ana
V39836,2024-06-04,C0430,JV008,PS5,239.9,1,Efectivo,Luis
V39837,2024-08-12,C0245,JV009,Switch,199.9,1,Tarjeta Débito,María
V39838,2024-12-24,C0331,JV007,PC,249.9,2,Tarjeta Débito,Ana
V39839,2024-02-15,C0450,JV001,PS5,299.9,3,Yape,José
V39840,2024-04-06,C0306,JV006,PC,219.9,1,Plin,Ana
V39841,2024-10-29,C0450,JV008,Switch,239.9,1,Efectivo,Luis
V39842,2024-12-09,C0137,JV004,Switch,279.9,3,Yape,María
V39843,2024-08-11,C0411,JV006,PS5,219.9,1,Efectivo,José
V39844,2024-07-17,C0210,JV019,Switch,249.9,1,Tarjeta Crédito,María
V39845,2024-09-26,C0479,JV001,PS5,299.9,3,Efectivo,María
V39846,2024-03-02,C0465,JV011,PS5,219.9,1,Yape,Ana
V39847,2024-02-21,C0072,JV001,PS4,299.9,2,Tarjeta Débito,Ana
V39848,2024-02-28,C0360,JV018,Switch,129.9,2,Tarjeta Crédito,María
V39849,2024-02-11,C0021,JV008,PS5,239.9,3,Tarjeta Débito,José
V39850,2024-04-02,C0166,JV009,Switch,199.9,1,Yape,Carlos
V39851,2024-08-23,C0492,JV001,PS5,299.9,1,Yape,Luis
V39852,2024-01-11,C0334,JV012,Switch,189.9,1,Efectivo,José
V39853,2024-06-05,C0024,JV006,PC,219.9,1,Tarjeta Crédito,María
V39854,2024-11-23,C0351,JV017,PS5,219.9,2,Yape,Ana
V39855,2024-09-26,C0016,JV012,Switch,189.9,1,Yape,José
V39856,2024-09-05,C0052,JV010,PC,229.9,1,Efectivo,Carlos
V39857,2024-03-06,C0242,JV009,Switch,199.9,1,Tarjeta Crédito,Luis
V39858,2024-09-27,C0126,JV014,PS4,259.9,3,Efectivo,María
V39859,2024-09-26,C0464,JV005,PS5,299.9,2,Yape,Ana
V39860,2024-03-24,C0398,JV012,PS5,189.9,3,Efectivo,María
V39861,2024-01-30,C0418,JV008,PC,239.9,2,Efectivo,Luis
V39862,2024-05-03,C0152,JV005,PS5,299.9,1,Tarjeta Débito,María
V39863,2024-01-31,C0159,JV006,PS5,219.9,1,Tarjeta Débito,Carlos
V39864,2024-11-17,C0462,JV020,PS5,179.9,2,Tarjeta Crédito,José
V39865,2024-09-22,C0480,JV018,PC,129.9,2,Tarjeta Crédito,Luis
V39866,2024-03-09,C0267,JV004,Switch,279.9,1,Plin,Carlos
V39867,2024-11-29,C0028,JV016,PS5,289.9,1,Tarjeta Débito,María
V39868,2024-07-22,C0099,JV002,PS5,249.9,2,Plin,Ana
V39869,2024-10-22,C0438,JV011,PS5,219.9,1,Tarjeta Débito,Luis
V39870,2024-06-05,C0049,JV005,PS5,299.9,2,Yape,Carlos
V39871,2024-02-03,C0411,JV013,PS5,269.9,1,Efectivo,María
V39872,2024-02-04,C0176,JV013,PS5,269.9,1,Yape,José
V39873,2024-12-09,C0231,JV012,Switch,189.9,2,Tarjeta Crédito,Ana
V39874,2024-11-24,C0269,JV020,PS5,179.9,1,Plin,Carlos
V39875,2024-05-21,C0198,JV001,PS5,299.9,3,Tarjeta Crédito,José
V39876,2024-11-28,C0247,JV016,PS5,289.9,1,Efectivo,José
V39877,2024-08-31,C0121,JV012,Xbox,189.9,1,Plin,José
V39878,2024-01-03,C0472,JV014,PC,259.9,2,Plin,Luis
V39879,2024-07-23,C0035,JV019,Switch,249.9,2,Tarjeta Crédito,María
V39880,2024-08-16,C0387,JV020,PS5,179.9,1,Tarjeta Débito,Luis
V39881,2024-06-07,C0287,JV009,Switch,199.9,1,Plin,Luis
V39882,2024-03-15,C0302,JV020,PS5,179.9,2,Tarjeta Crédito,Luis
V39883,2024-04-19,C0496,JV009,Switch,199.9,1,Tarjeta Débito,Ana
V39884,2024-07-13,C0225,JV020,PC,179.9,2,Plin,Ana
V39885,2024-10-17,C0459,JV013,PS5,269.9,1,Tarjeta Débito,José
V39886,2024-12-15,C0411,JV003,Switch,229.9,1,Tarjeta Crédito,Carlos
V39887,2024-03-06,C0478,JV014,Switch,259.9,1,Yape,Carlos
V39888,2024-05-06,C0219,JV004,Switch,279.9,1,Efectivo,Ana
V39889,2024-05-28,C0252,JV008,PS5,239.9,1,Efectivo,José
V39890,2024-06-10,C0124,JV004,Switch,279.9,1,Efectivo,Carlos
V39891,2024-09-15,C0149,JV003,PS5,229.9,2,Tarjeta Crédito,Ana
V39892,2024-05-02,C0031,JV001,PS4,299.9,1,Efectivo,Luis
V39893,2024-05-24,C0091,JV018,Switch,129.9,2,Plin,José
V39894,2024-07-28,C0023,JV013,PS5,269.9,2,Tarjeta Crédito,José
V39895,2024-12-08,C0451,JV012,PC,189.9,2,Yape,José
V39896,2024-09-21,C0257,JV018,Switch,129.9,2,Tarjeta Débito,Ana
V39897,2024-01-17,C0484,JV015,PS5,239.9,1,Plin,Luis
V39898,2024-05-15,C0317,JV002,PC,249.9,1,Yape,Ana
V39899,2024-06-03,C0065,JV020,PS5,179.9,1,Tarjeta Débito,Carlos
V39900,2024-02-26,C0011,JV014,PS4,259.9,2,Efectivo,María
V39901,2024-04-04,C0098,JV011,PC,219.9,1,Plin,Ana
V39902,2024-02-11,C0432,JV016,PS5,289.9,3,Yape,Luis
V39903,2024-12-25,C0220,JV004,Switch,279.9,1,Yape,María
V39904,2024-01-01,C0122,JV008,PS5,239.9,3,Yape,Luis
V39905,2024-09-03,C0027,JV006,PS5,219.9,2,Plin,Ana
V39906,2024-04-05,C0486,JV013,PS5,269.9,1,Tarjeta Débito,Ana
V39907,2024-01-22,C0167,JV009,Switch,199.9,3,Yape,Ana
V39908,2024-08-09,C0481,JV003,Xbox,229.9,2,Yape,Luis
V39909,2024-11-02,C0110,JV005,PS5,299.9,2,Yape,Luis
V39910,2024-01-21,C0246,JV014,PS4,259.9,1,Tarjeta Crédito,Carlos
V39911,2024-10-23,C0329,JV014,PS5,259.9,2,Tarjeta Crédito,Carlos
V39912,2024-10-30,C0363,JV009,Switch,199.9,2,Yape,María
V39913,2024-09-28,C0173,JV007,Xbox,249.9,2,Efectivo,Luis
V39914,2024-07-13,C0231,JV019,Switch,249.9,1,Tarjeta Crédito,José
V39915,2024-02-01,C0219,JV019,Switch,249.9,1,Yape,Carlos
V39916,2024-06-14,C0341,JV017,Xbox,219.9,1,Tarjeta Débito,Ana
V39917,2024-02-10,C0327,JV007,Xbox,249.9,1,Tarjeta Débito,José
V39918,2024-10-09,C0250,JV018,PC,129.9,1,Yape,María
V39919,2024-10-17,C0259,JV012,Xbox,189.9,2,Plin,Carlos
V39920,2024-09-04,C0318,JV011,PS5,219.9,1,Efectivo,Luis
V39921,2024-10-24,C0387,JV004,Switch,279.9,2,Plin,Luis
V39922,2024-11-18,C0124,JV011,PS5,219.9,1,Plin,José
V39923,2024-07-03,C0338,JV017,PC,219.9,1,Yape,Luis
V39924,2024-06-24,C0348,JV006,Switch,219.9,2,Efectivo,Luis
V39925,2024-09-28,C0183,JV002,Xbox,249.9,1,Tarjeta Crédito,José
V39926,2024-06-01,C0491,JV018,Switch,129.9,1,Plin,María
V39927,2024-03-21,C0313,JV006,Xbox,219.9,2,Efectivo,Luis
V39928,2024-07-01,C0368,JV016,PS5,289.9,2,Plin,Luis
V39929,2024-10-11,C0287,JV017,PC,219.9,1,Tarjeta Débito,José
V39930,2024-10-17,C0492,JV016,PS5,289.9,1,Yape,Carlos
V39931,2024-01-06,C0264,JV003,PC,229.9,3,Yape,José
V39932,2024-08-24,C0189,JV012,Switch,189.9,3,Efectivo,Carlos
V39933,2024-02-16,C0420,JV007,Xbox,249.9,3,Tarjeta Crédito,María
V39934,2024-03-08,C0100,JV020,PC,179.9,3,Tarjeta Débito,José
V39935,2024-02-05,C0195,JV004,Switch,279.9,1,Efectivo,José
V39936,2024-04-06,C0209,JV007,PS5,249.9,2,Tarjeta Crédito,Luis
V39937,2024-12-20,C0444,JV009,Switch,199.9,2,Tarjeta Crédito,Carlos
V39938,2024-04-22,C0449,JV018,Switch,129.9,1,Tarjeta Débito,Luis
V39939,2024-12-06,C0178,JV011,PS5,219.9,2,Plin,Carlos
V39940,2024-09-19,C0374,JV014,PS5,259.9,1,Tarjeta Crédito,María
V39941,2024-08-07,C0440,JV009,Switch,199.9,3,Yape,María
V39942,2024-12-29,C0135,JV009,Switch,199.9,3,Yape,María
V39943,2024-12-14,C0327,JV008,PS5,239.9,3,Tarjeta Crédito,Carlos
V39944,2024-08-31,C0391,JV016,PS5,289.9,1,Tarjeta Débito,Carlos
V39945,2024-11-17,C0414,JV020,PC,179.9,2,Efectivo,María
V39946,2024-11-03,C0281,JV002,PS5,249.9,1,Plin,Ana
V39947,2024-02-06,C0269,JV006,Xbox,219.9,1,Plin,María
V39948,2024-07-24,C0019,JV005,PS5,299.9,1,Efectivo,Ana
V39949,2024-11-16,C0337,JV011,PS5,219.9,2,Tarjeta Crédito,María
V39950,2024-02-13,C0018,JV014,PC,259.9,2,Yape,María
V39951,2024-02-01,C0068,JV016,PS5,289.9,1,Efectivo,Luis
V39952,2024-10-18,C0154,JV007,PS5,249.9,2,Plin,Luis
V39953,2024-05-08,C0403,JV018,Switch,129.9,2,Tarjeta Crédito,María
V39954,2024-12-07,C0399,JV005,PS5,299.9,1,Plin,Ana
V39955,2024-11-16,C0413,JV004,Switch,279.9,2,Tarjeta Débito,José
V39956,2024-11-30,C0222,JV009,Switch,199.9,2,Tarjeta Débito,Luis
V39957,2024-10-08,C0273,JV016,PS5,289.9,1,Yape,María
V39958,2024-11-25,C0307,JV009,Switch,199.9,2,Plin,Ana
V39959,2024-02-05,C0348,JV008,PC,239.9,2,Tarjeta Débito,Carlos
V39960,2024-01-23,C0011,JV011,PS5,219.9,1,Yape,Ana
V39961,2024-03-14,C0138,JV009,Switch,199.9,2,Plin,José
V39962,2024-03-13,C0181,JV004,Switch,279.9,3,Yape,Ana
V39963,2024-02-21,C0423,JV010,PC,229.9,2,Yape,José
V39964,2024-04-03,C0316,JV018,Switch,129.9,2,Tarjeta Crédito,Ana
V39965,2024-10-30,C0331,JV006,PC,219.9,3,Yape,José
V39966,2024-04-18,C0072,JV005,PS5,299.9,3,Efectivo,María
V39967,2024-08-08,C0271,JV012,PS5,189.9,1,Tarjeta Débito,Ana
V39968,2024-11-24,C0477,JV006,Xbox,219.9,3,Tarjeta Débito,Carlos
V39969,2024-12-15,C0062,JV002,PS5,249.9,1,Tarjeta Débito,Ana
V39970,2024-04-29,C0188,JV007,PC,249.9,1,Yape,María
V39971,2024-08-09,C0060,JV001,PS5,299.9,1,Plin,Carlos
V39972,2024-06-13,C0167,JV011,PC,219.9,2,Efectivo,Ana
V39973,2024-08-29,C0239,JV020,PC,179.9,2,Tarjeta Crédito,Luis
V39974,2024-10-27,C0321,JV012,Xbox,189.9,1,Efectivo,José
V39975,2024-06-11,C0081,JV005,PS5,299.9,1,Plin,Carlos
V39976,2024-02-23,C0152,JV020,PS5,179.9,1,Yape,Carlos
V39977,2024-07-14,C0442,JV002,Xbox,249.9,2,Tarjeta Débito,Ana
V39978,2024-11-20,C0343,JV008,PC,239.9,1,Yape,María
V39979,2024-06-24,C0338,JV012,PC,189.9,3,Tarjeta Débito,María
V39980,2024-09-01,C0153,JV018,Switch,129.9,2,Efectivo,Ana
V39981,2024-10-26,C0098,JV005,PS5,299.9,2,Plin,Luis
V39982,2024-06-04,C0460,JV016,PS5,289.9,1,Efectivo,José
V39983,2024-12-07,C0321,JV010,PC,229.9,2,Tarjeta Crédito,Carlos
V39984,2024-01-23,C0221,JV017,PS5,219.9,3,Yape,Luis
V39985,2024-11-28,C0242,JV006,Switch,219.9,1,Tarjeta Crédito,Luis
V39986,2024-01-06,C0325,JV004,Switch,279.9,1,Tarjeta Débito,Carlos
V39987,2024-04-03,C0405,JV014,PS4,259.9,1,Tarjeta Débito,María
V39988,2024-08-03,C0155,JV010,PC,229.9,1,Tarjeta Crédito,José
V39989,2024-09-09,C0328,JV006,PS5,219.9,2,Efectivo,Carlos
V39990,2024-03-31,C0184,JV002,PS5,249.9,3,Tarjeta Crédito,Ana
V39991,2024-10-31,C0157,JV006,PS5,219.9,2,Tarjeta Débito,Carlos
V39992,2024-03-27,C0005,JV002,PS5,249.9,1,Tarjeta Crédito,Ana
V39993,2024-07-26,C0046,JV019,Switch,249.9,1,Efectivo,Ana
V39994,2024-10-18,C0161,JV011,PC,219.9,1,Tarjeta Débito,María
V39995,2024-11-23,C0110,JV009,Switch,199.9,1,Tarjeta Crédito,María
V39996,2024-08-08,C0064,JV003,PC,229.9,2,Tarjeta Crédito,María
V39997,2024-05-28,C0470,JV015,PS5,239.9,1,Plin,Ana
V39998,2024-10-04,C0224,JV009,Switch,199.9,1,Yape,Ana
V39999,2024-02-20,C0059,JV012,PC,189.9,2,Tarjeta Débito,Carlos
V40000,2024-07-27,C0071,JV001,PS5,299.9,2,Yape,Ana
V40001,2024-02-11,C0045,JV006,PC,219.9,1,Efectivo,Carlos
V40002,2024-11-30,C0039,JV009,Switch,199.9,1,Yape,María
V40003,2024-07-17,C0176,JV019,Switch,249.9,1,Yape,José
V40004,2024-11-15,C0080,JV019,Switch,249.9,1,Plin,Luis
V40005,2024-05-11,C0309,JV018,PC,129.9,2,Tarjeta Débito,Carlos
V40006,2024-06-07,C0144,JV019,Switch,249.9,1,Yape,Carlos
V40007,2024-03-24,C0002,JV008,PS5,239.9,3,Plin,Luis
V40008,2024-01-03,C0221,JV002,PS5,249.9,1,Yape,Luis
V40009,2024-08-31,C0354,JV001,PS4,299.9,2,Tarjeta Crédito,Ana
V40010,2024-09-21,C0307,JV007,PS5,249.9,1,Tarjeta Débito,Ana
V40011,2024-06-25,C0087,JV001,PS5,299.9,3,Yape,Luis
V40012,2024-09-20,C0059,JV012,PS5,189.9,1,Tarjeta Débito,Luis
V40013,2024-03-24,C0084,JV014,PS4,259.9,2,Plin,Ana
V40014,2024-06-18,C0265,JV012,PS4,189.9,3,Tarjeta Débito,José
V40015,2024-07-10,C0256,JV004,Switch,279.9,1,Plin,Carlos
V40016,2024-11-02,C0162,JV014,Xbox,259.9,1,Tarjeta Débito,José
V40017,2024-03-08,C0186,JV014,PS4,259.9,1,Efectivo,Luis
V40018,2024-09-05,C0270,JV002,PS5,249.9,1,Yape,Carlos
V40019,2024-10-19,C0083,JV018,PC,129.9,2,Efectivo,Ana
V40020,2024-02-07,C0474,JV006,PC,219.9,1,Efectivo,Carlos
V40021,2024-12-08,C0106,JV005,PS5,299.9,3,Yape,María
V40022,2024-01-17,C0264,JV019,Switch,249.9,1,Plin,José
V40023,2024-05-28,C0387,JV013,PS5,269.9,2,Efectivo,María
V40024,2024-05-24,C0281,JV015,PS5,239.9,2,Tarjeta Crédito,Luis
V40025,2024-11-17,C0467,JV020,PS5,179.9,3,Efectivo,María
V40026,2024-05-11,C0047,JV010,PC,229.9,1,Efectivo,Ana
V40027,2024-02-15,C0259,JV001,PS5,299.9,1,Efectivo,Ana
V40028,2024-06-17,C0194,JV010,PC,229.9,1,Tarjeta Crédito,María
V40029,2024-10-03,C0175,JV016,PS5,289.9,1,Tarjeta Crédito,María
V40030,2024-05-28,C0436,JV016,PS5,289.9,1,Plin,Ana
V40031,2024-11-10,C0019,JV008,Xbox,239.9,2,Efectivo,Luis
V40032,2024-05-23,C0016,JV019,Switch,249.9,1,Yape,Carlos
V40033,2024-12-17,C0177,JV014,PS4,259.9,1,Tarjeta Débito,Carlos
V40034,2024-09-06,C0047,JV008,PS5,239.9,1,Tarjeta Crédito,Luis
V40035,2024-03-24,C0048,JV015,PS5,239.9,2,Tarjeta Débito,Ana
